id,code,description,category,subcategory,unit,rate
mjd-000269,GRO-0178,"Breakdown piles; 450mm dia x max 2000mm high; reinforcement de-bonded",Groundworks,Piling,nr,75.2
mjd-000270,GRO-0179,"Breakdown piles; 450mm dia x max 2500mm high; reinforcement de-bonded",Groundworks,Piling,nr,79.25
mjd-000271,GRO-0180,"Breakdown piles; 450mm dia x max 4000mm high; reinforcement de-bonded",Groundworks,Piling,nr,91.41
mjd-000272,GRO-0179,"Breakdown piles; 500mm dia x max 500mm high; reinforcement de-bonded",Groundworks,Piling,nr,67.9
mjd-000273,GRO-0180,"Breakdown piles; 600mm dia x max 500mm high; reinforcement de-bonded",Groundworks,Piling,nr,71
mjd-000274,GRO-0181,"Breakdown piles; 600mm dia x 500mm - 1.0m high; reinforcement de-bonded",Groundworks,Piling,nr,74.56
mjd-000275,GRO-0182,"Breakdown piles; 600mm dia x max 1.5m high; reinforcement de-bonded",Groundworks,Piling,nr,79.56
mjd-000276,GRO-0182,"Breakdown piles; 600mm dia x max 1.75m high; reinforcement de-bonded",Groundworks,Piling,nr,80.43
mjd-000277,GRO-0183,"Breakdown piles; 600mm dia x max 2.0m high; reinforcement de-bonded",Groundworks,Piling,nr,89.3
mjd-000278,GRO-0183,"Breakdown piles; 600mm dia x max 2.25m high; reinforcement de-bonded",Groundworks,Piling,nr,90.97
mjd-000279,GRO-0184,"Breakdown piles; 600mm dia x max 2.5m high; reinforcement de-bonded",Groundworks,Piling,nr,92.64
mjd-000280,GRO-0185,"Breakdown piles; 600mm dia x max 3.0m high; reinforcement de-bonded",Groundworks,Piling,nr,95.97
mjd-000281,GRO-0186,"Breakdown piles; 600mm dia x max 3.5m high; reinforcement de-bonded",Groundworks,Piling,nr,99.31
mjd-000282,GRO-0187,"Breakdown piles; 600mm dia x max 4.0m high; reinforcement de-bonded",Groundworks,Piling,nr,102.64
mjd-000283,GRO-0188,"Breakdown piles; 600mm dia x max 4.5m high; reinforcement de-bonded",Groundworks,Piling,nr,105.98
mjd-000284,GRO-0189,"Breakdown piles; 600mm dia x max 5.0m high; reinforcement de-bonded",Groundworks,Piling,nr,109.31
mjd-000285,GRO-0190,"Breakdown piles; 600mm dia x max 5.5m high; reinforcement de-bonded",Groundworks,Piling,nr,112.65
mjd-000286,GRO-0191,"Breakdown piles; 600mm dia x max 6.0m high; reinforcement de-bonded",Groundworks,Piling,nr,115.98
mjd-000287,GRO-0192,"Breakdown piles; 600mm dia x max 6.5m high; reinforcement de-bonded",Groundworks,Piling,nr,119.32
mjd-000288,GRO-0193,"Breakdown piles; 600mm dia x max 8.5m high; reinforcement de-bonded",Groundworks,Piling,nr,132.66
mjd-000289,GRO-0194,"Breakdown piles; 750mm dia x max 500mm high; reinforcement de-bonded",Groundworks,Piling,nr,98.77
mjd-000290,GRO-0195,"Breakdown piles; 750mm dia x max 1.0m high; reinforcement de-bonded",Groundworks,Piling,nr,107.15
mjd-000291,GRO-0196,"Breakdown piles; 750mm dia x max 1.5m high; reinforcement de-bonded",Groundworks,Piling,nr,110.53
mjd-000292,GRO-0197,"Breakdown piles; 750mm dia x max 3.5m high; reinforcement de-bonded",Groundworks,Piling,nr,128.92
mjd-000293,GRO-0198,"Breakdown piles; 900mm dia x max 500mm high; reinforcement de-bonded",Groundworks,Piling,nr,121.83
mjd-000294,GRO-0198,"Breakdown piles; 900mm dia x max 1000mm high; reinforcement de-bonded",Groundworks,Piling,nr,129.33
mjd-000295,GRO-0199,"Breakdown piles; 900mm dia x max 1500mm high; reinforcement de-bonded",Groundworks,Piling,nr,136.84
mjd-000296,GRO-0200,"Breakdown piles; 900mm dia x max 2000mm high; reinforcement de-bonded",Groundworks,Piling,nr,144.34
mjd-000297,GRO-0201,"Breakdown piles; 900mm dia x max 22500mm high; reinforcement de-bonded",Groundworks,Piling,nr,148.09
mjd-000298,GRO-0202,"Breakdown piles; 900mm dia x max 2500mm high; reinforcement de-bonded",Groundworks,Piling,nr,151.84
mjd-000299,GRO-0203,"Breakdown piles; 900mm dia x max 3000mm high; reinforcement de-bonded",Groundworks,Piling,nr,159.35
mjd-000300,GRO-0204,"Breakdown piles; 900mm dia x max 3500mm high; reinforcement de-bonded",Groundworks,Piling,nr,166.85
mjd-000301,GRO-0205,"Breakdown piles; 900mm dia x max 4000mm high; reinforcement de-bonded",Groundworks,Piling,nr,174.35
mjd-000302,GRO-0206,"Breakdown piles; 900mm dia x max 5500mm high; reinforcement de-bonded",Groundworks,Piling,nr,196.86
mjd-000303,GRO-0207,"Breakdown piles; 900mm dia x max 5750mm high; reinforcement de-bonded",Groundworks,Piling,nr,200.61
mjd-000304,GRO-0208,"Breakdown piles; 900mm dia x max 6000mm high; reinforcement de-bonded",Groundworks,Piling,nr,204.37
mjd-000305,GRO-0209,"Breakdown piles; 900mm dia x max 9500mm high; reinforcement de-bonded",Groundworks,Piling,nr,256.89
mjd-000306,GRO-0210,"Breakdown piles; 1050mm dia x max 500mm high; reinforcement de-bonded",Groundworks,Piling,nr,142.14
mjd-000307,GRO-0211,"Breakdown piles; 1050mm dia x max 4500mm high; reinforcement de-bonded",Groundworks,Piling,nr,223.84
mjd-000308,GRO-0212,"Breakdown piles; 1050mm dia x max 6000mm high; reinforcement de-bonded",Groundworks,Piling,nr,262.64
mjd-000309,GRO-0213,"Breakdown piles; 1200mm dia x max 500mm high; reinforcement de-bonded",Groundworks,Piling,nr,162.86
mjd-000310,GRO-0214,"Breakdown piles; 1500mm dia x max 500mm high; reinforcement de-bonded",Groundworks,Piling,nr,202.38
mjd-000311,GRO-0215,"Breakdown piles; 2000mm dia x max 500mm high; reinforcement de-bonded",Groundworks,Piling,nr,250.61
mjd-000312,GRO-0216,"Burn off top of sheet piles",Groundworks,Piling,m,24.78
mjd-000313,GRO-0217,"B/O & dispose RC guide wall for 450dia secant piles; 750 x 600",Groundworks,Piling,m,58.03
mjd-000314,GRO-0218,"B/O & dispose RC guide wall for 600dia secant piles; 900 x 600",Groundworks,Piling,m,69.64
mjd-000315,GRO-0219,"Excavate to reduce levels; 0.5-1m",Groundworks,Excavation,m³,1.54
mjd-000316,GRO-0220,"Excavate to reduce levels; 2-5m",Groundworks,Excavation,m³,1.41
mjd-000317,GRO-0221,"Excavate tarmac & concrete road; 0.25-0.50m (40 surface/60 binder/150 C7.5 base)",Groundworks,Excavation,m³,12.09
mjd-000318,GRO-0222,"Exc ancilliaries; trimming surfaces",Groundworks,General,m²,0.12
mjd-000319,GRO-0223,"Exc ancilliaries; trimming surfaces; sloping",Groundworks,General,m²,1.15
mjd-000320,GRO-0224,"Exc ancilliaries; prepare surfaces",Groundworks,General,m²,0.11
mjd-000321,GRO-0225,"Exc ancilliaries; prepare surfaces; sloping",Groundworks,General,m²,1.08
mjd-000322,GRO-0226,"Exc ancilliaries; disposal in stockpiles on-site; ne 1km",Groundworks,Piling,m³,4.97
mjd-000323,GRO-0227,"Exc ancilliaries; load & haul; ne 1km",Groundworks,General,m³,6.51
mjd-000324,GRO-0228,"Exc ancilliaries; filling with SEM",Groundworks,Filling,m³,3.15
mjd-000325,GRO-0229,"Exc ancilliaries; filling with 6F2",Groundworks,Filling,m³,33.69
mjd-000326,GRO-0230,"Soil stabilisation; lime & cement mix to C0.4/0.5; 700mm thk",Groundworks,General,m²,16.23
mjd-000327,GRO-0231,"Site prep; remove tree; girth ne 600",Groundworks,Landscaping,nr,295
mjd-000328,GRO-0232,"Site prep; remove tree; girth 600-1.5m",Groundworks,Landscaping,nr,708
mjd-000329,GRO-0233,"Site prep; remove tree; girth 1.5-3.0m",Groundworks,Landscaping,nr,885
mjd-000330,GRO-0234,"Site prep; remove tree; girth ex 3.0m",Groundworks,Landscaping,nr,1180
mjd-000331,GRO-0235,"Site prep; remove tree stump; fill void with SEM",Groundworks,Filling,nr,524.02
mjd-000332,GRO-0236,"Site clearance???",Groundworks,Site Clearance,m²,0.46
mjd-000333,GRO-0237,"Site prep; clear vegetation",Groundworks,Site Clearance,m²,1.06
mjd-000334,GRO-0238,"Site prep; clear vegetation, bushes, small trees",Groundworks,Site Clearance,m²,2.49
mjd-000335,GRO-0239,"Excavate topsoil for preservation",Groundworks,Excavation,m³,6.6
mjd-000336,GRO-0240,"Excavate topsoil for preservation; 150mm depth",Groundworks,Excavation,m²,0.99
mjd-000338,GRO-0242,"Excavate to reduce levels; ne 250mm",Groundworks,Excavation,m³,5.26
mjd-000339,GRO-0243,"Excavate to reduce levels; ne 1m (large quants)",Groundworks,Excavation,m³,1.29
mjd-000340,GRO-0244,"Excavate to reduce levels; ne 1m",Groundworks,Excavation,m³,4.73
mjd-000341,GRO-0245,"Excavate to reduce levels; ne 2m",Groundworks,Excavation,m³,4.73
mjd-000342,GRO-0246,"Excavate to reduce levels; ne 4m bulk",Groundworks,Excavation,m³,4.85
mjd-000343,GRO-0247,"Excavate to reduce levels; ne 4m",Groundworks,Excavation,m³,6
mjd-000344,GRO-0248,"Excavate to reduce levels; ne 6m",Groundworks,Excavation,m³,6
mjd-000345,GRO-0249,"Excavate by hand",Groundworks,Excavation,m³,73.42
mjd-000346,GRO-0250,"EO for excavate by hand",Groundworks,Excavation,m³,68.69
mjd-000347,GRO-0251,"Excavate basement; ne 2m dp",Groundworks,Excavation,m³,6
mjd-000348,GRO-0252,"Excavate basement; ne 4m dp",Groundworks,Excavation,m³,6.38
mjd-000349,GRO-0253,"Excavate basement; ne 4m dp (small/tight)",Groundworks,Excavation,m³,6.8
mjd-000350,GRO-0254,"Excavate basement; ne 4m dp (bulk dig, 36t exc @ 45m3/hr)",Groundworks,Excavation,m³,2.92
mjd-000351,GRO-0255,"Excavate basement; ne 6m dp",Groundworks,Excavation,m³,7.29
mjd-000352,GRO-0256,"Excavate basement; ne 8m dp",Groundworks,Excavation,m³,10.2
mjd-000353,GRO-0257,"Excavate basement; ne 2m dp (dble handling)",Groundworks,Excavation,m³,10.3
mjd-000354,GRO-0258,"Excavate basement; ne 4m dp (dble handling)",Groundworks,Excavation,m³,10.95
mjd-000355,GRO-0259,"Excavate basement; ne 6m dp (dble handling)",Groundworks,Excavation,m³,12.51
mjd-000356,GRO-0260,"Excavate basement; ne 8m dp (dble handling)",Groundworks,Excavation,m³,14.6
mjd-000357,GRO-0261,"Excavate basement; ne 10m dp (dble handling)",Groundworks,Excavation,m³,17.52
mjd-000358,GRO-0262,"Excavate basement; ne 12m dp (dble handling)",Groundworks,Excavation,m³,21.9
mjd-000359,GRO-0263,"Excavate basement; ne 14m dp (dble handling)",Groundworks,Excavation,m³,29.19
mjd-000360,GRO-0264,"Excavate basement; ne 16m dp (dble handling)",Groundworks,Excavation,m³,35.03
mjd-000361,GRO-0265,"Excavate basement; ne 18m dp (dble handling)",Groundworks,Excavation,m³,43.79
mjd-000362,GRO-0266,"Excavate basement; ne 20m dp (dble handling)",Groundworks,Excavation,m³,58.39
mjd-000363,GRO-0267,"Excavate basement; ne 4m dp (dble handling) & get out with conveyor at 39m3/day",Groundworks,Excavation,m³,36.38
mjd-000364,GRO-0268,"Excavate basement; ne 6m dp (dble handling) & get out with conveyor at 39m3/day",Groundworks,Excavation,m³,41.05
mjd-000365,GRO-0269,"EO for using a conveyor",Groundworks,General,m³,11.85
mjd-000366,GRO-0270,"Excavate pits in basement; dble handling & get out by conveyor",Groundworks,Excavation,m³,56.81
mjd-000367,GRO-0271,"Form temporary ramp to 3m dp basement & remove on completion",Groundworks,Temporary Services,nr,20222.54
mjd-000368,GRO-0272,"Form temporary ramp to 4m dp basement & remove on completion",Groundworks,Temporary Services,nr,37628.96
mjd-000369,GRO-0273,"Excavate pits; ne 1m dp",Groundworks,Excavation,m³,15.6
mjd-000370,GRO-0274,"Excavate pits; ne 2m dp",Groundworks,Excavation,m³,17.02
mjd-000371,GRO-0275,"Excavate pits; ne 4m dp",Groundworks,Excavation,m³,18.72
mjd-000372,GRO-0276,"Excavate pits; ne 6m dp",Groundworks,Excavation,m³,19.92
mjd-000373,GRO-0277,"Excavate pits; ne 8m dp",Groundworks,Excavation,m³,20.8
mjd-000374,GRO-0278,"Excavate pits; in basement",Groundworks,Excavation,m³,19.35
mjd-000375,GRO-0279,"Excavate pit by hand (side cast); small quants only",Groundworks,Excavation,m³,73.42
mjd-000376,GRO-0280,"Excavate pit by hand (& load into boat skip)",Groundworks,Excavation,m³,111.25
mjd-000377,GRO-0281,"Excavate by vacuum excavator (Based on 27m3/day); excluding C/A",Groundworks,Excavation,m³,90.47
mjd-000378,GRO-0282,"Excavate pile caps/grd beams; ne 250mm dp",Groundworks,Excavation,m³,31.2
mjd-000379,GRO-0283,"Excavate pile caps/grd beams; ne 1m dp",Groundworks,Excavation,m³,17.34
mjd-000380,GRO-0284,"Excavate pile caps/grd beams; ne 2m dp",Groundworks,Excavation,m³,19.1
mjd-000381,GRO-0285,"Excavate pile caps/grd beams; ne 4m dp",Groundworks,Excavation,m³,21.28
mjd-000382,GRO-0286,"Excavate pile caps/grd beams; ne 6m dp",Groundworks,Excavation,m³,22.29
mjd-000383,GRO-0287,"Excavate pile caps/grd beams; in basement",Groundworks,Excavation,m³,22.1
mjd-000384,GRO-0288,"EO excavate thrust block pits",Groundworks,Excavation,m³,15.6
mjd-000385,GRO-0289,"Excavate ground / capping beam; ne 1m dp",Groundworks,Excavation,m³,23.4
mjd-000386,GRO-0290,"Excavate trenches; ne 0.25m dp",Groundworks,Excavation,m³,15.87
mjd-000387,GRO-0291,"Excavate trenches; ne 1m dp",Groundworks,Excavation,m³,13.37
mjd-000388,GRO-0292,"Excavate trenches; ne 2m dp",Groundworks,Excavation,m³,14.4
mjd-000389,GRO-0293,"Excavate trenches; ne 4m dp",Groundworks,Excavation,m³,15.87
mjd-000390,GRO-0294,"Excavate trenches; in basement",Groundworks,Excavation,m³,21.28
mjd-000391,GRO-0295,"Excavate by hand; inside existing buildings & get out",Groundworks,Excavation,m³,146.84
mjd-000392,GRO-0296,"Excavate by hand; in confined space within building & get out",Groundworks,Excavation,m³,183.82
mjd-000393,GRO-0297,"Soft spots, inc excavate, backfill with SEM & dispose off site",Groundworks,Excavation,m³,29.44
mjd-000394,GRO-0298,"Soft spots, inc excavate, backfill with Type 6F2 & dispose off site",Groundworks,Excavation,m³,93.3
mjd-000395,GRO-0299,"Soft spots, inc excavate, backfill with Type 1 & dispose off site",Groundworks,Excavation,m³,104.4
mjd-000396,GRO-0300,"Soft spots, inc excavate, backfill with concrete GEN1 & dispose off site",Groundworks,Excavation,m³,230.44
mjd-000397,GRO-0301,"Demolish RC structure inc breakup, load & C/A",Groundworks,General,m³,128.96
mjd-000398,GRO-0302,"Demolish underground RC structure inc breakup, load, C/A & backfill with 6F2",Groundworks,Filling,m³,75.34
mjd-000399,GRO-0303,"EO excs for break out brickwk/blkwk obstructions (prov)",Groundworks,Masonry,m³,37.32
mjd-000400,GRO-0304,"EO excs for break out rock/stone obstructions (prov)",Groundworks,Masonry,m³,37.32
mjd-000401,GRO-0305,"EO excs for break out brickwork/rock obstructions; by hand (prov)",Groundworks,Masonry,m³,74.65
mjd-000402,GRO-0306,"EO excs for break out concrete obstructions (prov)",Groundworks,Concrete Supply,m³,50.89
mjd-000403,GRO-0307,"EO excs for break out concrete obstructions; by hand (prov)",Groundworks,Concrete Supply,m³,128.01
mjd-000404,GRO-0308,"EO excs for break out reinfd concrete obstructions (prov)",Groundworks,Concrete Supply,m³,69.98
mjd-000405,GRO-0309,"EO excs for break out reinfd concrete obstructions; by hand (prov)",Groundworks,Concrete Supply,m³,176.02
mjd-000406,GRO-0310,"EO excs for break out concrete slab; 100mm thk",Groundworks,Concrete Supply,m²,3.05
mjd-000407,GRO-0311,"EO excs for break out concrete slab; 150mm thk",Groundworks,Concrete Supply,m²,5.34
mjd-000408,GRO-0312,"EO excs for break out concrete slab; 250mm thk",Groundworks,Concrete Supply,m²,12.09
mjd-000409,GRO-0313,"EO excs for break out concrete slab; 300mm thk",Groundworks,Concrete Supply,m²,14.51
mjd-000410,GRO-0314,"EO excs for break out concrete paving; 50mm thk",Groundworks,Concrete Supply,m²,1.4
mjd-000411,GRO-0315,"EO excs for break out tarmac paving; 50mm thk",Groundworks,Roads & Paving,m²,0.93
mjd-000412,GRO-0316,"EO excs for break out tarmac paving; 100mm thk",Groundworks,Roads & Paving,m²,1.87
mjd-000413,GRO-0317,"EO excs for break out tarmac paving; 150mm thk",Groundworks,Roads & Paving,m²,2.8
mjd-000414,GRO-0318,"EO excs for break out tarmac paving; 200mm thk",Groundworks,Roads & Paving,m²,3.73
mjd-000415,GRO-0319,"EO excs for break out PC kerb and conc bed",Groundworks,Kerbs & Edgings,m,1.49
mjd-000416,GRO-0320,"EO excs for exc in contaminated ground, investigate and seperate arisings (prov)",Groundworks,Fencing & Barriers,m³,3.94
mjd-000417,GRO-0321,"EO excs for exc basement between tall piles installed at ground level (prov)",Groundworks,Piling,m³,6.31
mjd-000418,GRO-0322,"EO excs for exc around temporary props",Groundworks,Earthwork Support,m,11.34
mjd-000419,GRO-0323,"EO excs for exc below grd water level (prov)",Groundworks,Temporary Services,m³,14.92
mjd-000420,GRO-0324,"EO excs for exc next to extg services (prov)",Groundworks,General,m,11.34
mjd-000421,GRO-0325,"EO excs for exc around extg services crossing trench (prov)",Groundworks,General,nr,35.2
mjd-000422,GRO-0326,"B/O conc, excavate & cart away",Groundworks,Excavation,m³,94.57
mjd-000423,GRO-0327,"EO excs for getting arisings out by conveyor belt. (Conveyor hire only, 3phase by M/C)",Groundworks,General,week,1652
mjd-000424,GRO-0328,"EO excs for conveyor belt erect, dismantle, delivery, collect, scafolding support, gantry, etc",Groundworks,Earthwork Support,tonne,4720
mjd-000425,GRO-0329,"EO excs for getting arisings out by conveyor belt. (Attendance on conveyor - exc/loader, driver and 2 labs)",Groundworks,General,week,4967.8
mjd-000426,GRO-0330,"Form openings for conveyor, infill & mg openings. Protect openings & mg",Groundworks,Filling,tonne,3020.8
mjd-000427,GRO-0331,"Saw cut concrete; ne 100mm",Groundworks,Excavation,m,11.66
mjd-000428,GRO-0332,"Saw cut concrete; ne 200mm",Groundworks,Excavation,m,23.32
mjd-000429,GRO-0333,"Saw cut concrete; ne 250mm",Groundworks,Excavation,m,29.15
mjd-000430,GRO-0334,"Saw cut concrete; ne 300mm",Groundworks,Excavation,m,34.98
mjd-000431,GRO-0335,"Saw cut concrete; ne 400mm",Groundworks,Excavation,m,46.63
mjd-000432,GRO-0336,"Stitch drilling; 77mm dia at 60mm c/s; 200mm tk concrete.",Groundworks,Concrete Supply,m,219.17
mjd-000433,GRO-0337,"Stitch drilling; 77mm dia at 60mm c/s; 300mm tk concrete.",Groundworks,Concrete Supply,m,328.75
mjd-000434,GRO-0338,"Stitch drilling; 77mm dia at 60mm c/s; 1000mm tk concrete.",Groundworks,Concrete Supply,m,1095.83
mjd-000435,GRO-0339,"Make good face of concrete after stitch drilling; inc break off scallops, concrete render to face and rub up to produce flat finish.",Groundworks,Concrete Supply,m²,73.5
mjd-000436,GRO-0340,"Re-cycle materials; crush concrete on site & stockpile for re-use (min 1,000 m3); crusher only",Groundworks,Piling,m³,4.25
mjd-000437,GRO-0341,"Re-cycle materials; crush concrete on site & stockpile for re-use (min 1,000 m3); crusher plus 2 excavators & 2 attendant labourers",Groundworks,Excavation,m³,13.52
mjd-000438,GRO-0342,"Breakout face of 'out of tolerance' contig/secant piles; cut back 250mm",Groundworks,Excavation,m,42.56
mjd-000439,GRO-0343,"Clean face of secant/contiguous/sheet piles; exposed during excavations",Groundworks,Excavation,m²,16.04
mjd-000440,GRO-0344,"Clean face of secant/contiguous/sheet piles; exposed during excavations (large areas)",Groundworks,Excavation,m²,8.47
mjd-000441,GRO-0345,"Remove obstructions; B/O reinfd conc, excavate & C/A",Groundworks,Excavation,m³,133.92
mjd-000442,GRO-0346,"Level & compact formation / ground",Groundworks,Filling,m²,0.37
mjd-000444,GRO-0348,"Level & compact bottom of excavation (large areas)",Groundworks,Excavation,m²,0.23
mjd-000445,GRO-0349,"Proof rolling inc CBR testing",Groundworks,Roofing,m²,0.74
mjd-000446,GRO-0350,"Level & compact bottom of excavation (by hand small areas)",Groundworks,Excavation,m²,6.29
