id,code,description,category,subcategory,unit,rate,quantity
MJD-000330,GRO-0110,"Concrete to pile","Groundworks","Piling",m,13.41,110
MJD-000331,GRO-0111,"Reinforcement (250kg/m3)","Concrete Works","Reinforcement",m,40.25,111
MJD-000332,GRO-0112,"De-bonding reinforcement","Concrete Works","Reinforcement",nr,6.01,112
MJD-000333,GRO-0113,"Attendance; exc + operator, dumper + driver","Plant","Transport",week,0,113
MJD-000334,GRO-0114,"Attendance; dispose of pile arisigs","Groundworks","Piling",m³,0,114
MJD-000335,GRO-0115,"Attendance; pile probing","Groundworks","Piling",nr,0,115
MJD-000336,GRO-0116,"Integrity testing","Groundworks","Miscellaneous",nr,177,116
MJD-000337,GRO-0117,"Load testing","Groundworks","Miscellaneous",nr,3904.32,117
MJD-000338,GRO-0118,"300dia pile; MBL Piling; 15m lg","Groundworks","Piling",nr,716.48,118
MJD-000339,GRO-0119,"300mm dia CFA pile; 12m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,487.32,119
MJD-000340,GRO-0120,"300mm dia CFA pile; 15m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,564.9,120
MJD-000341,GRO-0121,"450mm dia CFA pile; 15m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,912.33,121
MJD-000342,GRO-0122,"450mm dia CFA pile; 18m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,1071.19,122
MJD-000343,GRO-0123,"600mm dia CFA pile; 10m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,1512.94,123
MJD-000344,GRO-0124,"600mm dia CFA pile; 18m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,1680.69,124
MJD-000345,GRO-0125,"600mm dia CFA pile; 35m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,3854.74,125
MJD-000346,GRO-0126,"750mm dia CFA pile; 18m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,2660.91,126
MJD-000347,GRO-0127,"750mm dia CFA pile; 20m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,2950.01,127
MJD-000348,GRO-0128,"750mm dia CFA pile; 25m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,3672.76,128
MJD-000349,GRO-0129,"900mm dia CFA pile; 25m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,6152.13,129
MJD-000350,GRO-0130,"900mm dia CFA pile; 35m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,8584.66,130
MJD-000351,GRO-0131,"1500mm dia CFA pile; 25m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,14136.14,131
MJD-000352,GRO-0132,"2000mm dia CFA pile; 25m lg (bore, conc, rebar, test, de-bond, move rig, mod & demob, design)","Groundworks","Piling",nr,25085.03,132
MJD-000353,GRO-0133,"900mm dia auger pile; empty bore and granular fill (bore, fill, move rig, mod & demob, design)","Groundworks","Piling",nr,98.14,133
MJD-000354,GRO-0134,"1500mm dia auger pile; empty bore and granular fill (bore, fill, move rig, mod & demob, design)","Groundworks","Piling",nr,251.63,134
MJD-000355,GRO-0135,"2000mm dia auger pile; empty bore and granular fill (bore, fill, move rig, mod & demob, design)","Groundworks","Piling",nr,438.17,135
MJD-000356,GRO-0136,"EO piles for supply and place steel plunge column including plumb, level & line and hold in position until conc cured; allow 305 x 305 x 198kg x 16m lg","Groundworks","Piling",nr,7476.48,136
MJD-000357,GRO-0137,"EO 600 dia piles for boring and filling piles with shingle","Groundworks","Piling",m,21.69,137
MJD-000358,GRO-0138,"EO 900 dia piles for boring and filling piles with shingle","Groundworks","Piling",m,48.8,138
MJD-000359,GRO-0139,"Design","Groundworks","Miscellaneous",sum,2950,139
MJD-000360,GRO-0140,"Mobilisation & demobilisation","Groundworks","Miscellaneous",sum,11564,140
MJD-000361,GRO-0141,"Rig delays; per hour","Groundworks","Miscellaneous",hour,615.25,141
MJD-000362,GRO-0142,"Testing; static load test","Groundworks","Miscellaneous",sum,3540,142
MJD-000363,GRO-0143,"Integrity testing","Groundworks","Miscellaneous",sum,1180,143
MJD-000364,GRO-0144,"Piles for crane base","Groundworks","Piling",nr,1770,144
MJD-000365,GRO-0145,"EO for pile integrity tests","Groundworks","Piling",nr,118,145
MJD-000366,GRO-0146,"EO for pvc casings; 1m lg","Groundworks","Miscellaneous",nr,88.91,146
MJD-000367,GRO-0147,"Debonding pile reinforcement","Groundworks","Piling",nr,94.4,147
MJD-000368,GRO-0148,"Design, mobilise, install steel sheet piles & de-mobilise","Groundworks","Piling",sum,288610.3,148
MJD-000370,GRO-00370,"Attendance","Groundworks","Miscellaneous",tonne,0,0
MJD-000371,GRO-0150,"Piling attendance; excavator & operator","Groundworks","Excavation",week,3020.8,150
MJD-000372,GRO-0151,"Piling attendance; excavator & operator","Groundworks","Excavation",day,604.16,151
MJD-000373,GRO-00373,"PILES PER DAY","Groundworks","Piling",nr,0,0
MJD-000374,GRO-0152,"Piling attendance; dumper & driver","Groundworks","Piling",week,2124,152
MJD-000375,GRO-0153,"Piling attendance; dumper & driver","Groundworks","Piling",day,424.8,153
MJD-000376,GRO-0154,"Piling attendance; crawler crane and operator","Groundworks","Piling",week,4141.8,154
MJD-000377,GRO-0155,"Piling attendance; ride on roller","Groundworks","Piling",week,619.5,155
MJD-000378,GRO-0156,"Piling attendance; banksman/traffic marshall","Groundworks","Piling",week,1200.65,156
MJD-000379,GRO-0157,"Piling attendance; foreman/supervisor","Groundworks","Piling",week,1770,157
MJD-000380,GRO-0158,"Pile probing; 3m spike","Groundworks","Piling",nr,15.49,158
MJD-000381,GRO-0159,"Pile probing; 3m trench for sheet/contiguous/secant piles","Groundworks","Piling",m,18.81,159
MJD-000383,GRO-0160,"Dispose of pile arisings off site; clean inert; provisionally based on ? nr x ? dia x ? depth; loaded by excavator in attendance","Groundworks","Excavation",m³,47.2,160
MJD-000384,GRO-0161,"WAC test pile spoil to assess contamination","Groundworks","Piling",nr,271.4,161
MJD-000385,GRO-0162,"EO clean inert disposal for non haz","Groundworks","Disposal",m³,15.73,162
MJD-000386,GRO-0163,"Haul & deposit on site; max 100m","Groundworks","Miscellaneous",m³,4.48,163
MJD-000387,GRO-0164,"Excavate, breakup obstruction, dispose & backfill with SEM","Groundworks","Excavation",m³,117.59,164
MJD-000388,GRO-0165,"Leader trench for sheet piling; 1500 x 600mm dp; on centre line of sheet piles","Groundworks","Piling",m,31.06,165
MJD-000389,GRO-0166,"Secant pile guide wall; sacrificial; 600 dia piles at 450 c/s.","Groundworks","Piling",m,325.19,166
MJD-000390,GRO-0167,"Secant pile guide wall; sacrificial; 750 dia male & 600 dia female piles at 525 c/s.","Groundworks","Piling",m,391,167
MJD-000391,GRO-0168,"Capping beam; 900 x 750; inc exc, C/A, L&C, EWS, W/S, C40 conc, fwk, rebar 150kg/m3, trowel. Excludes breakdown piles","Groundworks","Piling",m,443.44,168
MJD-000392,GRO-0169,"Breakdown piles; 250 x 250 driven x max 500mm high; driven PC piles","Groundworks","Piling",nr,50.35,169
MJD-000393,GRO-0170,"Breakdown piles; 300mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,51.47,170
MJD-000395,GRO-0172,"Breakdown piles; 350mm dia x max 2000mm high; reinforcement de-bonded","Groundworks","Piling",nr,60.84,172
MJD-000396,GRO-0173,"Breakdown piles; 350mm dia x max 3000mm high; reinforcement de-bonded","Groundworks","Piling",nr,66.45,173
MJD-000397,GRO-0174,"Breakdown piles; 350mm dia x max 4000mm high; reinforcement de-bonded","Groundworks","Piling",nr,72.05,174
MJD-000398,GRO-00398,"Breakdown piles; 350mm dia x max 6000mm high; reinforcement de-bonded","Groundworks","Piling",nr,83.25,0
MJD-000399,GRO-0172,"Breakdown piles; 400mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,57.38,172
MJD-000401,GRO-0174,"Breakdown piles; 450mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,63.05,174
MJD-000403,GRO-0176,"Breakdown piles; 450mm dia x max 1250mm high; reinforcement de-bonded","Groundworks","Piling",nr,69.13,176
MJD-000405,GRO-0178,"Breakdown piles; 450mm dia x max 2000mm high; reinforcement de-bonded","Groundworks","Piling",nr,75.2,178
MJD-000406,GRO-0179,"Breakdown piles; 450mm dia x max 2500mm high; reinforcement de-bonded","Groundworks","Piling",nr,79.25,179
MJD-000407,GRO-0180,"Breakdown piles; 450mm dia x max 4000mm high; reinforcement de-bonded","Groundworks","Piling",nr,91.41,180
MJD-000408,GRO-0179,"Breakdown piles; 500mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,67.9,179
MJD-000409,GRO-0180,"Breakdown piles; 600mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,71,180
MJD-000410,GRO-0181,"Breakdown piles; 600mm dia x 500mm - 1.0m high; reinforcement de-bonded","Groundworks","Piling",nr,74.56,181
MJD-000411,GRO-0182,"Breakdown piles; 600mm dia x max 1.5m high; reinforcement de-bonded","Groundworks","Piling",nr,79.56,182
MJD-000412,GRO-0182,"Breakdown piles; 600mm dia x max 1.75m high; reinforcement de-bonded","Groundworks","Piling",nr,80.43,182
MJD-000413,GRO-0183,"Breakdown piles; 600mm dia x max 2.0m high; reinforcement de-bonded","Groundworks","Piling",nr,89.3,183
MJD-000414,GRO-0183,"Breakdown piles; 600mm dia x max 2.25m high; reinforcement de-bonded","Groundworks","Piling",nr,90.97,183
MJD-000415,GRO-0184,"Breakdown piles; 600mm dia x max 2.5m high; reinforcement de-bonded","Groundworks","Piling",nr,92.64,184
MJD-000416,GRO-0185,"Breakdown piles; 600mm dia x max 3.0m high; reinforcement de-bonded","Groundworks","Piling",nr,95.97,185
MJD-000417,GRO-0186,"Breakdown piles; 600mm dia x max 3.5m high; reinforcement de-bonded","Groundworks","Piling",nr,99.31,186
MJD-000418,GRO-0187,"Breakdown piles; 600mm dia x max 4.0m high; reinforcement de-bonded","Groundworks","Piling",nr,102.64,187
MJD-000419,GRO-0188,"Breakdown piles; 600mm dia x max 4.5m high; reinforcement de-bonded","Groundworks","Piling",nr,105.98,188
MJD-000420,GRO-0189,"Breakdown piles; 600mm dia x max 5.0m high; reinforcement de-bonded","Groundworks","Piling",nr,109.31,189
MJD-000421,GRO-0190,"Breakdown piles; 600mm dia x max 5.5m high; reinforcement de-bonded","Groundworks","Piling",nr,112.65,190
MJD-000422,GRO-0191,"Breakdown piles; 600mm dia x max 6.0m high; reinforcement de-bonded","Groundworks","Piling",nr,115.98,191
MJD-000423,GRO-0192,"Breakdown piles; 600mm dia x max 6.5m high; reinforcement de-bonded","Groundworks","Piling",nr,119.32,192
MJD-000424,GRO-0193,"Breakdown piles; 600mm dia x max 8.5m high; reinforcement de-bonded","Groundworks","Piling",nr,132.66,193
MJD-000425,GRO-0194,"Breakdown piles; 750mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,98.77,194
MJD-000426,GRO-0195,"Breakdown piles; 750mm dia x max 1.0m high; reinforcement de-bonded","Groundworks","Piling",nr,107.15,195
MJD-000427,GRO-0196,"Breakdown piles; 750mm dia x max 1.5m high; reinforcement de-bonded","Groundworks","Piling",nr,110.53,196
MJD-000428,GRO-0197,"Breakdown piles; 750mm dia x max 3.5m high; reinforcement de-bonded","Groundworks","Piling",nr,128.92,197
MJD-000429,GRO-0198,"Breakdown piles; 900mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,121.83,198
MJD-000430,GRO-0198,"Breakdown piles; 900mm dia x max 1000mm high; reinforcement de-bonded","Groundworks","Piling",nr,129.33,198
MJD-000431,GRO-0199,"Breakdown piles; 900mm dia x max 1500mm high; reinforcement de-bonded","Groundworks","Piling",nr,136.84,199
MJD-000432,GRO-0200,"Breakdown piles; 900mm dia x max 2000mm high; reinforcement de-bonded","Groundworks","Piling",nr,144.34,200
MJD-000433,GRO-0201,"Breakdown piles; 900mm dia x max 22500mm high; reinforcement de-bonded","Groundworks","Piling",nr,148.09,201
MJD-000434,GRO-0202,"Breakdown piles; 900mm dia x max 2500mm high; reinforcement de-bonded","Groundworks","Piling",nr,151.84,202
MJD-000435,GRO-0203,"Breakdown piles; 900mm dia x max 3000mm high; reinforcement de-bonded","Groundworks","Piling",nr,159.35,203
MJD-000436,GRO-0204,"Breakdown piles; 900mm dia x max 3500mm high; reinforcement de-bonded","Groundworks","Piling",nr,166.85,204
MJD-000437,GRO-0205,"Breakdown piles; 900mm dia x max 4000mm high; reinforcement de-bonded","Groundworks","Piling",nr,174.35,205
MJD-000438,GRO-0206,"Breakdown piles; 900mm dia x max 5500mm high; reinforcement de-bonded","Groundworks","Piling",nr,196.86,206
MJD-000439,GRO-0207,"Breakdown piles; 900mm dia x max 5750mm high; reinforcement de-bonded","Groundworks","Piling",nr,200.61,207
MJD-000440,GRO-0208,"Breakdown piles; 900mm dia x max 6000mm high; reinforcement de-bonded","Groundworks","Piling",nr,204.37,208
MJD-000441,GRO-0209,"Breakdown piles; 900mm dia x max 9500mm high; reinforcement de-bonded","Groundworks","Piling",nr,256.89,209
MJD-000442,GRO-0210,"Breakdown piles; 1050mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,142.14,210
MJD-000443,GRO-0211,"Breakdown piles; 1050mm dia x max 4500mm high; reinforcement de-bonded","Groundworks","Piling",nr,223.84,211
MJD-000444,GRO-0212,"Breakdown piles; 1050mm dia x max 6000mm high; reinforcement de-bonded","Groundworks","Piling",nr,262.64,212
MJD-000445,GRO-0213,"Breakdown piles; 1200mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,162.86,213
MJD-000446,GRO-0214,"Breakdown piles; 1500mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,202.38,214
MJD-000447,GRO-0215,"Breakdown piles; 2000mm dia x max 500mm high; reinforcement de-bonded","Groundworks","Piling",nr,250.61,215
MJD-000448,GRO-0216,"Burn off top of sheet piles","Groundworks","Piling",m,24.78,216
MJD-000449,GRO-0217,"B/O & dispose RC guide wall for 450dia secant piles; 750 x 600","Groundworks","Piling",m,58.03,217
MJD-000450,GRO-0218,"B/O & dispose RC guide wall for 600dia secant piles; 900 x 600","Groundworks","Piling",m,69.64,218
MJD-000451,PRE-00451,"Civil Engineering (Large Quantities)","Preliminaries","Site Management",tonne,0,0
MJD-000452,GRO-0219,"Excavate to reduce levels; 0.5-1m","Groundworks","Excavation",m³,1.54,219
MJD-000453,GRO-0220,"Excavate to reduce levels; 2-5m","Groundworks","Excavation",m³,1.41,220
MJD-000454,GRO-0221,"Excavate tarmac & concrete road; 0.25-0.50m (40 surface/60 binder/150 C7.5 base)","Groundworks","Excavation",m³,12.09,221
MJD-000455,GRO-0222,"Exc ancilliaries; trimming surfaces","Groundworks","Miscellaneous",m²,0.12,222
MJD-000456,GRO-0223,"Exc ancilliaries; trimming surfaces; sloping","Groundworks","Miscellaneous",m²,1.15,223
MJD-000457,GRO-0224,"Exc ancilliaries; prepare surfaces","Groundworks","Miscellaneous",m²,0.11,224
MJD-000458,GRO-0225,"Exc ancilliaries; prepare surfaces; sloping","Groundworks","Miscellaneous",m²,1.08,225
MJD-000459,GRO-0226,"Exc ancilliaries; disposal in stockpiles on-site; ne 1km","Groundworks","Piling",m³,4.97,226
MJD-000460,GRO-0227,"Exc ancilliaries; load & haul; ne 1km","Groundworks","Miscellaneous",m³,6.51,227
MJD-000461,GRO-0228,"Exc ancilliaries; filling with SEM","Groundworks","Filling",m³,3.15,228
MJD-000462,GRO-0229,"Exc ancilliaries; filling with 6F2","Groundworks","Filling",m³,33.69,229
MJD-000463,GRO-0230,"Soil stabilisation; lime & cement mix to C0.4/0.5; 700mm thk","Groundworks","Miscellaneous",m²,16.23,230
MJD-000465,GRO-00465,"Excavation","Groundworks","Excavation",tonne,0,0
MJD-000466,GRO-0231,"Site prep; remove tree; girth ne 600","Groundworks","Miscellaneous",nr,295,231
MJD-000467,GRO-0232,"Site prep; remove tree; girth 600-1.5m","Groundworks","Miscellaneous",nr,708,232
MJD-000468,GRO-0233,"Site prep; remove tree; girth 1.5-3.0m","Groundworks","Miscellaneous",nr,885,233
MJD-000469,GRO-0234,"Site prep; remove tree; girth ex 3.0m","Groundworks","Miscellaneous",nr,1180,234
MJD-000470,GRO-0235,"Site prep; remove tree stump; fill void with SEM","Groundworks","Filling",nr,524.02,235
MJD-000471,GRO-0236,"Site clearance???","Groundworks","Miscellaneous",m²,0.46,236
MJD-000472,GRO-0237,"Site prep; clear vegetation","Groundworks","Miscellaneous",m²,1.06,237
MJD-000473,GRO-0238,"Site prep; clear vegetation, bushes, small trees","Groundworks","Miscellaneous",m²,2.49,238
MJD-000474,GRO-0239,"Excavate topsoil for preservation","Groundworks","Excavation",m³,6.6,239
MJD-000475,GRO-0240,"Excavate topsoil for preservation; 150mm depth","Groundworks","Excavation",m²,0.99,240
MJD-000477,GRO-0242,"Excavate to reduce levels; ne 250mm","Groundworks","Excavation",m³,5.26,242
MJD-000478,GRO-0243,"Excavate to reduce levels; ne 1m (large quants)","Groundworks","Excavation",m³,1.29,243
MJD-000479,GRO-0244,"Excavate to reduce levels; ne 1m","Groundworks","Excavation",m³,4.73,244
MJD-000481,GRO-0246,"Excavate to reduce levels; ne 4m bulk","Groundworks","Excavation",m³,4.85,246
MJD-000482,GRO-0247,"Excavate to reduce levels; ne 4m","Groundworks","Excavation",m³,6,247
MJD-000484,GRO-0249,"Excavate by hand","Groundworks","Excavation",m³,73.42,249
MJD-000485,GRO-0250,"EO for excavate by hand","Groundworks","Excavation",m³,68.69,250
MJD-000486,GRO-0251,"Excavate basement; ne 2m dp","Groundworks","Excavation",m³,6,251
MJD-000488,GRO-0253,"Excavate basement; ne 4m dp (small/tight)","Groundworks","Excavation",m³,6.8,253
MJD-000489,GRO-0254,"Excavate basement; ne 4m dp (bulk dig, 36t exc @ 45m3/hr)","Groundworks","Excavation",m³,2.92,254
MJD-000490,GRO-0255,"Excavate basement; ne 6m dp","Groundworks","Excavation",m³,7.29,255
MJD-000491,GRO-0256,"Excavate basement; ne 8m dp","Groundworks","Excavation",m³,10.2,256
MJD-000492,GRO-0257,"Excavate basement; ne 2m dp (dble handling)","Groundworks","Excavation",m³,10.3,257
MJD-000494,GRO-0259,"Excavate basement; ne 6m dp (dble handling)","Groundworks","Excavation",m³,12.51,259
MJD-000495,GRO-0260,"Excavate basement; ne 8m dp (dble handling)","Groundworks","Excavation",m³,14.6,260
MJD-000496,GRO-0261,"Excavate basement; ne 10m dp (dble handling)","Groundworks","Excavation",m³,17.52,261
MJD-000497,GRO-0262,"Excavate basement; ne 12m dp (dble handling)","Groundworks","Excavation",m³,21.9,262
MJD-000498,GRO-0263,"Excavate basement; ne 14m dp (dble handling)","Groundworks","Excavation",m³,29.19,263
MJD-000499,GRO-0264,"Excavate basement; ne 16m dp (dble handling)","Groundworks","Excavation",m³,35.03,264
